,pe_ratio,pb_ratio,market_cap,report_date,ors,npgr,roic,pe_ratio_score,pb_ratio_score,market_cap_score,report_date_score,ors_score,npgr_score,roic_score
600634.SH,167.3934,8.9277,215.2087,2015-09-30,577339392.0,4.9499998093,0.1519999951,9,9,9,2,5,5,5
600635.SH,33.2606,3.5553,193.19,2015-09-30,918078976.0,98.7399978638,0.1089999974,6,6,9,2,4,2,5
600636.SH,-118.6384,1.9608,60.1137,2015-09-30,717758016.0,-624.4099731445,0.4930000007,1,2,5,2,5,10,3
600637.SH,85.9161,3.104,832.6127,2015-09-30,4977100800.0,34.25,0.27700001,8,5,10,2,1,3,4
600638.SH,36.844,1.9853,70.37,2015-09-30,212979136.0,166.6600036621,0.5310000181,6,3,5,2,8,1,3
600639.SH,56.3205,2.3011,250.9715,2015-09-30,391117568.0,18.8099994659,-0.5360000134,7,3,9,2,6,4,10
600640.SH,128.6997,4.4441,113.0155,2015-09-30,1224958848.0,-35.3199996948,-0.5339999795,9,7,7,2,4,7,9
600641.SH,28.9446,2.4473,89.3224,2015-09-30,385208768.0,-28.1900005341,0.9139999747,5,4,6,2,7,7,2
600642.SH,13.6678,1.4315,339.1269,2015-09-30,6226678784.0,38.1100006104,0.6560000181,3,1,10,1,1,3,2
600643.SH,41.9737,4.3627,240.4335,2015-09-30,92246632.0,13.2299995422,0.4720000029,6,7,9,1,9,4,3
600644.SH,-3.3569,4.0738,37.9572,2015-09-30,420361120.0,21.3899993896,0.2240000069,3,6,2,1,6,4,4
600645.SH,100.5102,19.2029,306.455,2015-09-30,169288016.0,65.3499984741,0.0350000001,8,10,10,1,8,3,6
600647.SH,33.4273,10.0131,27.133,2015-09-30,15961375.0,439.4100036621,0.0829999968,6,9,1,1,10,1,5
600648.SH,33.1851,3.249,291.2171,2015-09-30,1537793408.0,-25.2299995422,-0.2520000041,6,5,10,1,3,7,9
600649.SH,9.3208,2.0023,397.3406,2015-09-30,774149888.0,198.0200042725,0.9070000052,3,3,10,1,5,1,2
600650.SH,77.2546,4.7034,175.1362,2015-09-30,537352448.0,-7.3899998665,0.3400000036,8,7,8,1,6,6,3
600651.SH,87.8694,3.4061,102.2658,2015-09-30,1560224256.0,630.5800170898,-0.5230000019,8,6,7,1,3,1,9
600652.SH,-492.2806,14.8289,303.9368,2015-09-30,323066112.0,106.9199981689,0.3560000062,1,10,10,1,7,2,3
600653.SH,-140.3817,4.7335,88.7161,2015-09-30,1454641536.0,101.6500015259,-0.0379999988,1,7,6,1,3,2,7
600654.SH,177.2525,13.6779,396.5818,2015-09-30,414545056.0,38.4500007629,0.300999999,9,10,10,1,6,3,3
600655.SH,21.3709,2.9965,231.4088,2015-09-30,4542494720.0,-9.5799999237,-0.7779999971,4,5,9,1,2,6,10
600657.SH,11.857,1.1438,91.7605,2015-09-30,756793536.0,-33.0800018311,-1.82099998,3,1,6,1,5,7,10
600658.SH,40.4397,1.8181,53.1949,2015-09-30,455209376.0,-59.2700004578,-0.125,6,2,4,1,6,8,8
600660.SH,13.1454,2.0892,313.8281,2015-09-30,3103963136.0,17.2700004578,0.90200001,3,3,10,1,2,4,2
600661.SH,116.6209,9.3202,77.4639,2015-09-30,318533792.0,10.5600004196,0.5799999833,8,9,6,1,7,5,2
600662.SH,72.4338,4.8768,155.7923,2015-09-30,1132046976.0,2.8199999332,0.5049999952,8,7,8,1,4,5,3
600663.SH,53.1953,7.5087,903.3988,2015-09-30,1723276544.0,14.2100000381,1.1720000505,7,9,10,1,3,4,1
600664.SH,67.7043,3.0527,204.4037,2015-09-30,3397768960.0,23.6100006104,0.400000006,7,5,9,1,2,4,3
600665.SH,28.5783,1.7361,43.0333,2015-09-30,197580464.0,-120.0999984741,-1.0980000496,5,2,3,1,8,9,10
600666.SH,168.9106,10.3781,199.6706,2015-09-30,315046816.0,344.9100036621,-0.1770000011,9,9,9,1,7,1,8
600667.SH,23534.7598,4.2109,65.6392,2015-09-30,1130631040.0,-59.7700004578,0.0209999997,10,7,5,1,4,8,6
600668.SH,19.6832,1.978,40.8428,2015-09-30,559571904.0,-44.8899993896,-0.0979999974,4,2,3,1,5,8,8
600671.SH,-1348.9012,41.2335,30.1646,2015-09-30,24757692.0,-670.4000244141,-0.1010000035,1,10,1,1,10,10,8
600673.SH,86.3456,3.7448,133.3192,2015-09-30,1267124864.0,-15.9899997711,0.1439999938,8,6,8,3,4,6,5
600674.SH,11.3985,2.9569,469.2682,2015-09-30,283721632.0,10.2600002289,0.1280000061,3,5,10,3,7,5,5
600675.SH,-8.9536,2.9995,137.0422,2015-09-30,910273408.0,-955.2299804688,1.3500000238,3,5,8,3,4,10,1
600676.SH,35.0559,3.2767,115.9893,2015-09-30,1814276864.0,6.9000000954,0.5090000033,6,5,7,4,3,5,3
600677.SH,-26.5318,4.6527,69.9183,2015-09-30,1135807104.0,-100.7200012207,-2.513999939,2,7,5,5,4,9,10
600678.SH,-103.7832,158.5471,40.099,2015-09-30,9965440.0,85.6500015259,-0.0900000036,1,10,2,5,10,2,8
600679.SH,124.2082,7.0097,49.7543,2015-09-30,131603288.0,-245.4900054932,0.0610000007,9,9,4,5,8,10,6
600681.SH,3597.4676,155.1655,30.0264,2015-09-30,2860118.5,-764.3699951172,0.0020000001,10,10,1,5,10,10,6
600682.SH,68.4933,12.4476,307.1447,2015-09-30,3342508800.0,-198.4199981689,-0.3580000103,7,10,10,5,2,9,9
600683.SH,144.5605,3.7146,64.9662,2015-09-30,1558012672.0,41.5099983215,5.1370000839,9,6,5,5,3,3,1
600684.SH,25.9604,2.7357,58.3198,2015-09-30,562908736.0,-2.5199999809,0.7789999843,5,4,4,5,5,6,2
600685.SH,-321.9181,5.09,494.3032,2015-09-30,6332484096.0,-148.2899932861,-3.3819999695,1,7,10,5,1,9,10
600686.SH,34.5687,3.1361,109.6983,2015-09-30,7108747264.0,99.1999969482,0.9340000153,6,5,7,5,1,2,2
600687.SH,43.7062,8.507,148.407,2015-09-30,1454727808.0,117.1600036621,-0.7919999957,6,9,8,5,3,2,10
600688.SH,61.5233,3.9575,725.76,2015-09-30,19405451264.0,1576.4100341797,0.3140000105,7,6,10,5,1,1,3
600689.SH,31.4755,5.62,20.0388,2015-09-30,247702768.0,-127.2399978638,-0.0250000004,5,8,1,5,7,9,7
600690.SH,11.3401,2.2722,571.9026,2015-09-30,20716965888.0,-18.6200008392,0.2210000008,3,3,10,5,1,7,4
600691.SH,11.4549,1.1911,54.8118,2015-09-30,5218490368.0,110.9100036621,0.8880000114,3,1,4,5,1,2,2
600692.SH,138.0093,8.0933,44.7092,2015-09-30,164916912.0,1.8799999952,0.72299999,9,9,3,5,8,6,2
600693.SH,155.3214,1.8968,34.3124,2015-09-30,324038848.0,-75.2900009155,-0.2820000052,9,2,2,5,7,8,9
600694.SH,9.1189,1.571,99.6294,2015-09-30,7136295936.0,-38.1699981689,4.4869999886,3,2,7,5,1,8,1
600695.SH,-302.6711,5.1248,49.0682,2015-09-30,56731664.0,87.7399978638,0.0199999996,1,7,4,5,10,2,6
600696.SH,56.2084,5.8032,33.2051,2015-09-30,-3159.0,-689.6699829102,-0.2280000001,7,8,2,5,10,10,9
600697.SH,12.2001,2.2081,38.038,2015-09-30,2969881600.0,10.5600004196,-0.5699999928,3,3,2,5,2,5,10
600698.SH,-1333.6634,8.4583,59.4752,2015-09-30,97573600.0,-92.1399993896,-0.0250000004,1,9,5,5,9,9,7
600699.SH,46.3195,4.9473,175.4446,2015-09-30,2119223552.0,19.5400009155,0.2969999909,6,7,8,5,3,4,4
600701.SH,-295.1283,7.7288,67.7845,2015-09-30,201642960.0,-66.3600006104,0.7799999714,1,9,5,5,8,8,2
600702.SH,482.6198,2.0712,46.6486,2015-09-30,188720832.0,-34.9799995422,0.0359999985,10,3,3,5,8,7,6
600703.SH,29.4416,4.3116,500.6334,2015-09-30,1310121088.0,37.8199996948,0.5730000138,5,7,10,4,4,3,2
600704.SH,32.7054,2.4706,153.4829,2015-09-30,108871606272.0,79.8000030518,1.6210000515,5,4,8,5,1,2,1
600705.SH,27.3974,3.1231,582.6742,2015-09-30,835375104.0,21.6499996185,-3.1670000553,5,5,10,4,5,4,10
600706.SH,78.137,3.2235,26.1725,2015-09-30,261466912.0,9.6899995804,0.3070000112,8,5,1,4,7,5,3
600707.SH,-9.1455,8.1188,101.8199,2015-09-30,59784404.0,-103.5800018311,-0.1309999973,3,9,7,4,9,9,8
600708.SH,100.6446,2.2348,148.7042,2015-09-30,4941663232.0,-30.75,-2.4530000687,8,3,8,4,1,7,10
600710.SH,-10.5915,2.3425,34.8314,2015-09-30,229145696.0,-285.1600036621,-0.1099999994,3,3,2,4,8,10,8
600711.SH,54.3217,2.5754,93.8652,2015-09-30,1722866048.0,-4.3499999046,-0.3470000029,7,4,6,4,3,6,9
600712.SH,393.8991,3.6461,39.3241,2015-09-30,502809120.0,-435.1799926758,0.061999999,10,6,2,4,6,10,6
600713.SH,39.6854,3.2758,72.871,2015-09-30,6389619200.0,138.1600036621,-0.4390000105,6,5,5,4,1,2,9
600714.SH,-170.0292,4.8217,27.6937,2015-09-30,85177480.0,-327.200012207,0.7049999833,1,7,1,4,9,10,2
600715.SH,-349.2469,4.8109,182.7235,2015-09-30,147584448.0,313.1600036621,0.0359999985,1,7,9,4,8,1,6
600716.SH,690.357,2.3552,47.9169,2015-09-30,150267984.0,-297.9100036621,-0.201000005,10,3,3,4,8,10,9
600717.SH,13.5374,1.181,164.6298,2015-09-30,3624233728.0,9.2100000381,1.1349999905,3,1,8,4,2,5,1
600718.SH,85.598,3.2916,181.0702,2015-09-30,1681757568.0,-24.3400001526,-0.8439999819,8,5,9,4,3,7,10
600719.SH,109.8731,2.9083,21.7675,2015-09-30,18426868.0,39.9799995422,-0.1909999996,8,5,1,4,10,3,9
600720.SH,19.8491,1.0603,51.7009,2015-09-30,1714896512.0,-90.0800018311,0.92900002,4,1,4,4,3,9,2
600721.SH,-13.8631,6.6803,41.5781,2015-09-30,167250304.0,-24.5699996948,0.5429999828,3,9,3,4,8,7,3
600722.SH,-8.9984,6.3835,30.4103,2015-09-30,156463424.0,230.8300018311,-0.1070000008,3,8,1,4,8,1,8
600723.SH,15.2253,1.795,55.8988,2015-09-30,2410671616.0,13.1400003433,0.1940000057,4,2,4,5,2,4,4
600724.SH,-22.7714,2.5491,93.3626,2015-09-30,514682624.0,-232.2400054932,0.2430000007,2,4,6,5,6,10,4
600725.SH,-3.3265,19.577,36.4195,2015-09-30,579590080.0,-16.2900009155,-0.1790000051,3,10,2,5,5,6,8
600726.SH,114.5018,4.1004,141.0106,2015-09-30,2059904512.0,-17.9500007629,0.7659999728,8,6,8,5,3,7,2
600727.SH,127.6108,2.5131,26.3591,2015-09-30,176879184.0,216.5200042725,0.0670000017,9,4,1,5,8,1,5
600728.SH,108.1753,10.0323,121.8931,2015-09-30,475759648.0,-220.7100067139,-0.3720000088,8,9,7,5,6,9,9
600729.SH,27.0265,2.725,131.6746,2015-09-30,6492194816.0,-19.9200000763,0.6610000134,5,4,8,5,1,7,2
600730.SH,87.6306,4.4386,62.3029,2015-09-30,196618320.0,-57.2900009155,-0.65200001,8,7,5,5,8,8,10
600731.SH,188.7676,3.6958,27.7235,2015-09-30,204980288.0,47.6500015259,0.3210000098,9,6,1,5,8,3,3
600732.SH,-57.8601,7.6501,34.4161,2015-09-30,26331598.0,-910.4000244141,-0.0359999985,2,9,2,5,10,10,7
600733.SH,-10171.1278,19.4372,58.683,2015-09-30,48000.0,-208.9100036621,-0.3219999969,1,10,4,5,10,9,9
600734.SH,-54.7977,21.927,20.9529,2015-09-30,21550384.0,9.5799999237,-0.1519999951,2,10,1,5,10,5,8
600735.SH,72.9613,6.3401,42.1487,2015-09-30,363097920.0,-15.3199996948,0.2070000023,8,8,3,5,7,6,4
600736.SH,65.8645,2.039,97.3349,2015-09-30,526310592.0,-34.8400001526,-0.9010000229,7,3,7,5,6,7,10
600737.SH,16806.3451,5.4246,303.0621,2015-09-30,2810031360.0,83.1699981689,0.075000003,10,8,10,5,2,2,5
600738.SH,26.8463,2.329,26.8167,2015-09-30,264262192.0,-12.5399999619,-0.3170000017,5,3,1,5,7,6,9
600739.SH,14.3752,1.3353,242.1531,2015-09-30,2506074368.0,114.2600021362,-0.1049999967,4,1,9,5,2,2,8
600740.SH,-18.1067,1.6351,42.3432,2015-09-30,873751808.0,-2246.8798828125,-0.6729999781,2,2,3,5,4,10,10
600741.SH,7.7619,1.5297,368.3643,2015-09-30,22017343488.0,4.8800001144,1.9839999676,3,2,10,5,1,5,1
600742.SH,9.2754,1.255,46.8524,2015-09-30,2016637952.0,-26.7900009155,1.5099999905,3,1,3,5,3,7,1
600743.SH,19.2904,2.852,107.7873,2015-09-30,1017496128.0,4.2899999619,0.1019999981,4,4,7,5,4,5,5
600744.SH,325.3932,2.723,137.3247,2015-09-30,2434564096.0,458.4200134277,1.1569999456,10,4,8,5,2,1,1
600745.SH,3877.1097,4.3827,114.6436,2015-09-30,83179712.0,-182.6399993896,-0.7799999714,10,7,7,5,9,9,10
600746.SH,-236.5591,6.2087,26.4442,2015-09-30,141203472.0,-307.799987793,0.0240000002,1,8,1,5,8,10,6
600748.SH,31.5054,2.3343,115.054,2015-09-30,407072416.0,-72.3300018311,-0.6389999986,5,3,7,5,6,8,10
600749.SH,-51.0898,5.1518,30.2999,2015-09-30,79920680.0,-2299.3000488281,0.2660000026,2,7,1,5,9,10,4
600750.SH,44.5233,6.4527,137.22,2015-09-30,565591040.0,42.9900016785,1.4470000267,6,8,8,5,5,3,1
600751.SH,130.0294,1.8162,217.7403,2015-09-30,116551712.0,3915.0200195312,0.0070000002,9,2,9,5,9,1,6
600753.SH,4788.8149,23.9023,23.9232,2015-09-30,965128.1875,2554.3200683594,1.9110000134,10,10,1,5,10,1,1
600754.SH,38.5817,2.8632,228.5635,2015-09-30,1623645312.0,36.7900009155,0.9750000238,6,5,9,5,3,3,2
600755.SH,15.566,1.5971,123.1708,2015-09-30,16475628544.0,-36.6500015259,1.0579999685,4,2,7,5,1,8,1
600756.SH,63.5199,6.5146,56.3906,2015-09-30,246941168.0,137.3500061035,-0.5630000234,7,8,4,5,7,2,10
600757.SH,39.1439,2.0064,99.5193,2015-09-30,2679246848.0,36.0900001526,0.0549999997,6,3,7,5,2,3,6
600758.SH,171.6885,6.1384,21.2251,2015-09-30,31969458.0,-54.5200004578,-0.0170000009,9,8,1,5,10,8,7
600759.SH,197.8188,3.2748,177.6853,2015-09-30,311498240.0,148.1900024414,0.0350000001,9,5,9,5,7,2,6
600760.SH,-34.2661,10.394,55.3637,2015-09-30,344136992.0,-31.9699993134,0.1589999944,2,9,4,5,7,7,5
600761.SH,15.9611,1.7157,66.3695,2015-09-30,1347433600.0,-39.6800003052,0.5500000119,4,2,5,5,3,8,3
600763.SH,138.9567,25.3662,176.9292,2015-09-30,216957216.0,34.6899986267,0.8880000114,9,10,8,5,8,3,2
600764.SH,852.7835,7.7247,46.6893,2015-09-30,59734668.0,-106.2799987793,0.2870000005,10,9,3,5,9,9,4
600765.SH,169.5035,3.6327,128.2149,2015-09-30,1542648320.0,2.0299999714,-0.1410000026,9,6,8,5,3,5,8
600766.SH,525.7229,83.0181,28.7683,2015-09-30,2837900.0,87.0999984741,0.0540000014,10,10,1,5,10,2,6
600767.SH,168.3758,13.2649,46.4456,2015-09-30,7032963.5,-326.299987793,-0.0040000002,9,10,3,5,10,10,7
600768.SH,198.328,24.1728,19.4468,2015-09-30,219283664.0,17.8799991608,-0.5130000114,9,10,1,5,8,4,9
600769.SH,439.7864,74.2009,31.6481,2015-09-30,3857357.0,766.5399780273,-0.0379999988,10,10,1,5,10,1,7
600770.SH,247.462,3.8777,131.3,2015-09-30,109364720.0,21.5599994659,0.0250000004,10,6,8,5,9,4,6
600771.SH,223.8956,10.6678,75.3416,2015-09-30,72635608.0,-38.2700004578,-0.1940000057,9,9,6,5,9,8,9
600773.SH,125.7256,3.8986,95.8187,2015-09-30,32363796.0,-27.7999992371,0.5320000052,9,6,7,5,10,7,3
600774.SH,127.2144,4.923,27.9321,2015-09-30,210930208.0,240.3200073242,0.1809999943,9,7,1,5,8,1,4
600775.SH,80.2373,3.9552,124.4648,2015-09-30,854006528.0,18.3999996185,-0.0769999996,8,6,7,5,4,4,8
600776.SH,54.159,3.7667,105.1272,2015-09-30,526599392.0,0.150000006,-0.3729999959,7,6,7,5,6,6,9
600777.SH,-118.2605,6.484,73.7999,2015-09-30,124827880.0,-128.8399963379,0.1049999967,1,8,6,5,9,9,5
600778.SH,41.9511,2.985,49.8698,2015-09-30,1718254848.0,-40.6100006104,0.3109999895,6,5,4,5,3,8,3
600779.SH,-16.5421,3.2476,40.7936,2015-09-30,230067072.0,150.6000061035,0.3549999893,2,5,3,5,8,2,3
600780.SH,16.7186,1.8201,79.7966,2015-09-30,1329845760.0,-34.3100013733,0.7239999771,4,2,6,5,4,7,2
600781.SH,288.2634,9.7416,34.382,2015-09-30,120765152.0,40.9500007629,0.1439999938,10,9,2,5,9,3,5
600782.SH,25.977,0.9471,74.8282,2015-09-30,5794477056.0,-280.5899963379,-0.0680000037,5,1,6,5,1,10,7
600783.SH,48.4091,4.8094,168.7463,2015-09-30,44365332.0,-28.0400009155,-0.1369999945,7,7,8,5,10,7,8
600784.SH,523.3496,2.9161,43.9201,2015-09-30,496245504.0,-79.8199996948,0.0869999975,10,5,3,5,6,9,5
600785.SH,59.8113,3.7571,69.2237,2015-09-30,1699495296.0,-41.7099990845,0.0379999988,7,6,5,4,3,8,6
600787.SH,36.5137,3.0065,192.8642,2015-09-30,4221727488.0,-7.8600001335,0.2290000021,6,5,9,4,2,6,4
600789.SH,-79.8029,3.2803,59.5533,2015-09-30,590493504.0,100.9499969482,0.0379999988,2,5,5,4,5,2,6
600790.SH,21.68,1.8853,67.4264,2015-09-30,198370192.0,-9.2100000381,-0.1360000074,4,2,5,3,8,6,8
600791.SH,51.7332,2.1399,31.1581,2015-09-30,176699424.0,-25.3999996185,-1.6180000305,7,3,1,3,8,7,10
600792.SH,-37.1205,1.779,57.6136,2015-09-30,854408256.0,-6239.5400390625,-0.0320000015,2,2,4,3,4,10,7
600793.SH,1606.7758,70.2043,21.0389,2015-09-30,17907.9296875,-74.5299987793,0.0529999994,10,10,1,3,10,8,6
600794.SH,69.2482,3.9791,72.4477,2015-09-30,78229464.0,-39.6300010681,0.2860000134,7,6,5,3,9,8,4
600795.SH,12.4485,1.626,813.5265,2015-09-30,14852261888.0,-1.5099999905,0.9190000296,3,2,10,3,1,6,2
600796.SH,657.2715,5.3967,30.1101,2015-09-30,102021640.0,-45.2999992371,0.0949999988,10,8,1,3,9,8,5
600797.SH,-100.4841,5.7219,93.0178,2015-09-30,1175942528.0,145.6900024414,-0.2389999926,1,8,6,3,4,2,9
600798.SH,357.1329,2.3076,60.511,2015-09-30,275307680.0,243.5700073242,0.3289999962,10,3,5,3,7,1,3
600800.SH,107.4896,42.1102,46.151,2015-09-30,31701454.0,69.8600006104,-0.2399999946,8,10,3,3,10,3,9
600801.SH,13.876,1.1659,112.0183,2015-09-30,3431195136.0,-84.7200012207,1.1619999409,3,1,7,3,2,9,1
600802.SH,-30.0643,2.0428,25.6237,2015-09-30,754943808.0,-1341.1999511719,0.0450000018,2,3,1,3,5,10,6
600803.SH,19.3492,3.0611,113.661,2015-09-30,1444548480.0,-30.7000007629,0.9240000248,4,5,7,4,3,7,2
600804.SH,48.3036,6.0145,317.763,2015-09-30,2025792640.0,41.5,2.3210000992,7,8,10,4,3,3,1
600805.SH,11.0947,1.4689,94.7896,2015-09-30,451875808.0,-80.5199966431,0.1930000037,3,1,6,4,6,9,4
600807.SH,76.5997,5.591,88.2334,2015-09-30,173788304.0,197.8000030518,-0.4850000143,8,8,6,4,8,1,9
600808.SH,-88.1355,1.1439,251.8123,2015-09-30,11278859264.0,-689.2199707031,0.3939999938,2,1,9,4,1,10,3
600809.SH,49.0336,3.2234,134.8992,2015-09-30,829789696.0,-8.3599996567,0.5019999743,7,5,8,4,5,6,3
600810.SH,-727.0227,1.3699,31.8884,2015-09-30,2846809600.0,-90.0199966431,0.7789999843,1,1,1,4,2,9,2
600811.SH,12.6499,1.2041,125.1771,2015-09-30,1670338816.0,-57.9599990845,0.5040000081,3,1,7,4,3,8,3
600812.SH,159.3181,2.0162,105.5131,2015-09-30,1737968000.0,90.9300003052,0.063000001,9,3,7,4,3,2,6
600814.SH,27.4159,3.3135,63.5659,2015-09-30,1077898240.0,-6.9699997902,-0.0040000002,5,5,5,4,4,6,7
600815.SH,-42.7206,1.895,73.7448,2015-09-30,787080320.0,-176.9499969482,-0.0710000023,2,2,6,3,5,9,8
600816.SH,20.4121,4.8388,266.7224,2015-09-30,578981760.0,47.8300018311,-0.3889999986,4,7,9,3,5,3,9
600817.SH,-148.2887,22.8528,24.748,2015-09-30,2682329.25,-480.3500061035,-0.6029999852,1,10,1,3,10,10,10
600818.SH,365.0423,42.2289,174.0962,2015-09-30,184656256.0,496.1199951172,-0.0780000016,10,10,8,3,8,1,8
600819.SH,-105.1032,1.897,58.4323,2015-09-30,734314112.0,-351.0599975586,0.2560000122,1,2,4,3,5,10,4
600820.SH,26.8488,2.3232,377.9204,2015-09-30,5774646784.0,-0.1400000006,0.0970000029,5,3,10,3,1,6,5
600821.SH,347.6777,4.8598,29.2637,2015-09-30,85483072.0,-42.0800018311,-0.175999999,10,7,1,3,9,8,8
600822.SH,-52.6778,6.5616,57.4833,2015-09-30,16679128064.0,-141825.328125,0.4079999924,2,8,4,3,1,10,3
600823.SH,8.6655,1.0832,182.5632,2015-09-30,2077198592.0,22.3799991608,-0.4269999862,3,1,9,3,3,4,9
600824.SH,45.4675,4.7079,87.6951,2015-09-30,882937024.0,10.0500001907,0.2210000008,6,7,6,3,4,5,4
600825.SH,168.9176,3.8898,99.2643,2015-09-30,300806560.0,93.8499984741,-0.0080000004,9,6,7,3,7,2,7
600826.SH,11.119,2.6226,101.5851,2015-09-30,578394432.0,868.1099853516,-0.3370000124,3,4,7,3,5,1,9
600827.SH,22.6531,1.9483,319.6952,2015-09-30,10957611008.0,33.8499984741,0.5600000024,4,2,10,3,1,3,3
600828.SH,47.9857,3.4009,43.8098,2015-09-30,399666368.0,-55.4900016785,0.0070000002,7,6,3,3,6,8,6
600829.SH,386.0894,4.3717,60.7143,2015-09-30,1968017536.0,-15.8400001526,0.298999995,10,7,5,3,3,6,4
600830.SH,45.9176,2.2001,44.0239,2015-09-30,518542496.0,2.9800000191,0.5019999743,6,3,3,3,6,5,3
600831.SH,56.7264,3.9394,73.416,2015-09-30,525705056.0,11.8999996185,0.6079999804,7,6,5,3,6,5,2
600833.SH,85.3967,4.3715,34.8684,2015-09-30,356383040.0,11.5100002289,0.248999998,8,7,2,3,7,5,4
600834.SH,91.7906,6.155,85.9765,2015-09-30,196411712.0,-43.1100006104,0.0970000029,8,8,6,3,8,8,5
600835.SH,26.4909,3.6453,251.1848,2015-09-30,4923795968.0,118.3199996948,1.4750000238,5,6,9,3,2,2,1
600836.SH,675.2976,11.0612,95.337,2015-09-30,311616608.0,-13.8900003433,-1.6859999895,10,10,6,3,7,6,10
600837.SH,10.1758,1.4874,1525.1254,2015-09-30,4789411328.0,123.5800018311,3.8320000172,3,1,10,3,2,2,1
600838.SH,76.0552,5.8541,58.0076,2015-09-30,17866476.0,237.8099975586,-0.0520000011,8,8,4,3,10,1,7
600839.SH,576.2843,2.0369,282.9758,2015-09-30,16104485888.0,-57.5099983215,0.6290000081,10,3,9,3,1,8,2
600841.SH,77.5792,2.6633,92.1291,2015-09-30,503605792.0,-44.0900001526,0.199000001,8,4,6,3,6,8,4
600843.SH,29.7105,4.3893,76.0894,2015-09-30,630314560.0,149.4100036621,0.0860000029,5,7,6,3,5,2,5
600844.SH,139.0291,5.6132,48.3523,2015-09-30,260673712.0,-112.1699981689,0.3939999938,9,8,3,4,7,9,3
600845.SH,55.3971,7.2837,189.8218,2015-09-30,1123102208.0,10.3400001526,1.2690000534,7,9,9,3,4,5,1
600846.SH,34.4144,3.3982,57.2906,2015-09-30,759835456.0,-11.3500003815,-0.0270000007,6,6,4,4,5,6,7
